Date,Year,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Crime_Type,Crime_Cause,Severity,Arrests,Response_Time,Incident_Duration
27/05/2023,2023,7:06,Wednesday,San Juan (Putol),14.107516,121.283473,Rainy,Drug-Related,Poverty,High,1,6,77
16/04/2022,2022,5:04,Thursday,San Miguel (Balatuin),14.092179,121.337044,Cloudy,Other,Mental Health,Low,0,25,89
08/08/2023,2023,9:47,Thursday,III-E,14.035652,121.361767,Stormy,Harassment,Other,High,0,10,24
16/07/2025,2025,12:12,Tuesday,San Gregorio,14.011599,121.34309,Sunny,Drug-Related,Poverty,Medium,3,23,37
31/12/2023,2023,7:17,Saturday,San Ignacio,14.05412,121.316616,Cloudy,Fraud,Drugs,Low,3,30,59
02/01/2020,2020,1:59,Tuesday,IV-C,14.079184,121.337641,Cloudy,Burglary,Poverty,Low,0,25,54
08/06/2021,2021,0:00,Saturday,Santo Angel (Ilog),14.04509,121.329157,Rainy,Vandalism,Drugs,Low,2,22,119
18/08/2021,2021,5:15,Monday,III-A (Hermanos Belen),14.027576,121.300174,Sunny,Assault,Domestic Issue,Medium,2,10,17
20/08/2024,2024,20:43,Tuesday,Santa Catalina (Sandig),14.049132,121.339162,Rainy,Vandalism,Unemployment,Low,0,15,29
23/03/2021,2021,6:04,Sunday,II-A (Triangulo/ Guadalupe 2),14.074378,121.30012,Cloudy,Domestic Violence,Mental Health,Medium,1,19,116
30/08/2022,2022,12:09,Friday,III-B,14.061784,121.319079,Cloudy,Burglary,Opportunistic,Medium,2,12,23
16/08/2022,2022,20:58,Tuesday,San Lorenzo (Saluyan),14.108165,121.288128,Rainy,Vandalism,Mental Health,Low,3,26,89
07/06/2025,2025,3:01,Monday,Santisimo Rosario (Balagbag),14.044994,121.329731,Rainy,Harassment,Personal Dispute,Low,2,19,41
15/11/2024,2024,16:33,Wednesday,IV-B,14.08287,121.334925,Stormy,Robbery,Poverty,Medium,3,19,33
26/08/2023,2023,6:53,Sunday,San Joaquin,14.037484,121.296436,Rainy,Other,Unemployment,Medium,3,30,69
16/10/2023,2023,7:51,Friday,II-A (Triangulo/ Guadalupe 2),14.022441,121.303166,Foggy,Assault,Poverty,Medium,3,17,103
14/05/2022,2022,5:45,Thursday,VI-C (Bagong Pook),14.029692,121.36322,Sunny,Other,Poverty,High,2,5,114
09/08/2021,2021,22:33,Wednesday,I-C (Bagong Bayan),14.036457,121.272058,Sunny,Assault,Personal Dispute,Medium,0,20,108
29/08/2022,2022,17:30,Sunday,Santa Elena,14.029628,121.362827,Sunny,Drug-Related,Alcohol,Low,2,22,46
12/02/2023,2023,1:08,Wednesday,San Francisco (Calihan),14.099017,121.296969,Foggy,Robbery,Poverty,High,1,25,32
06/03/2021,2021,3:35,Thursday,San Marcos (Tikew),14.090026,121.280187,Sunny,Other,Gang Activity,Medium,2,15,30
26/10/2023,2023,11:52,Friday,San Joaquin,14.107978,121.32448,Sunny,Vandalism,Opportunistic,Medium,2,19,54
22/01/2022,2022,16:47,Thursday,San Jose (Malamig),14.077928,121.284982,Foggy,Burglary,Poverty,Low,0,23,30
12/03/2021,2021,12:11,Friday,San Vicente,14.061523,121.349896,Rainy,Other,Personal Dispute,Medium,0,24,55
06/02/2025,2025,15:52,Friday,San Pedro,14.090832,121.320647,Foggy,Harassment,Other,High,0,9,58
28/09/2025,2025,8:30,Tuesday,I-B (City Sub Riverside),14.039412,121.324386,Stormy,Burglary,Mental Health,Medium,0,20,75
07/11/2024,2024,10:23,Tuesday,VI-B (Sabang Mabini),14.013159,121.363759,Foggy,Burglary,Domestic Issue,Low,0,14,46
14/06/2023,2023,3:02,Sunday,IV-B,14.055263,121.292334,Sunny,Harassment,Mental Health,Medium,2,20,21
11/05/2021,2021,3:07,Friday,Santa Isabel,14.05321,121.331122,Cloudy,Other,Drugs,High,2,13,117
12/03/2023,2023,2:49,Tuesday,Santa Maria Magdalena (Boe / Kuba),14.016954,121.288846,Foggy,Drug-Related,Unemployment,Medium,2,5,48
17/09/2025,2025,6:23,Friday,Santisimo Rosario (Balagbag),14.056939,121.318824,Foggy,Domestic Violence,Personal Dispute,High,2,7,43
20/06/2020,2020,15:05,Friday,Santo Cristo,14.073509,121.313141,Sunny,Vandalism,Gang Activity,Medium,3,6,97
02/12/2023,2023,13:51,Monday,V-A,14.028486,121.286102,Cloudy,Harassment,Gang Activity,Low,0,15,97
23/11/2021,2021,14:33,Wednesday,San Gabriel (Butucan),14.015933,121.306355,Rainy,Domestic Violence,Gang Activity,Low,1,21,24
29/12/2020,2020,0:02,Sunday,Soledad (Macopa),14.047404,121.367996,Rainy,Vandalism,Unemployment,High,1,16,65
17/08/2022,2022,21:50,Tuesday,Santiago I (Bulaho),14.084409,121.285686,Sunny,Robbery,Unemployment,Medium,3,27,45
21/10/2023,2023,8:19,Sunday,Santa Isabel,14.028093,121.309453,Sunny,Fraud,Personal Dispute,High,3,13,71
24/08/2020,2020,9:39,Saturday,San Jose (Malamig),14.083002,121.338553,Foggy,Vandalism,Unemployment,Medium,0,15,56
25/01/2022,2022,16:21,Wednesday,San Rafael (Buluburan),14.088407,121.352087,Foggy,Vandalism,Gang Activity,High,0,15,59
26/12/2024,2024,20:06,Friday,Santiago II (Bulaho),14.057041,121.311019,Stormy,Drug-Related,Gang Activity,High,3,24,69
28/12/2021,2021,14:14,Wednesday,VII-C,14.08806,121.284282,Sunny,Robbery,Poverty,High,2,27,65
24/09/2023,2023,5:13,Wednesday,San Pedro,14.103678,121.313458,Cloudy,Drug-Related,Domestic Issue,Medium,1,14,14
24/01/2021,2021,15:08,Tuesday,San Gregorio,14.014055,121.286501,Stormy,Domestic Violence,Alcohol,Medium,1,14,47
04/07/2025,2025,12:20,Saturday,Santa Cruz (Putol),14.03201,121.33374,Sunny,Domestic Violence,Poverty,Low,2,22,120
14/08/2022,2022,18:03,Thursday,Santa Elena,14.100029,121.353601,Rainy,Harassment,Unemployment,Medium,2,9,113
25/10/2020,2020,19:35,Monday,San Antonio 1 (Balanga),14.033996,121.292763,Cloudy,Vandalism,Drugs,Low,0,11,65
21/12/2020,2020,1:35,Tuesday,Bautista,14.102578,121.280792,Rainy,Fraud,Opportunistic,High,2,7,33
23/10/2023,2023,21:37,Monday,Santa Monica,14.040266,121.310106,Rainy,Domestic Violence,Other,Low,3,23,80
09/10/2024,2024,12:39,Tuesday,San Gabriel (Butucan),14.104845,121.363171,Stormy,Harassment,Other,Medium,2,29,95
09/05/2020,2020,1:02,Tuesday,Santa Catalina (Sandig),14.070221,121.363279,Cloudy,Domestic Violence,Drugs,High,1,14,49
13/12/2025,2025,8:39,Friday,San Miguel (Balatuin),14.096715,121.330805,Stormy,Assault,Domestic Issue,Low,1,8,80
08/11/2021,2021,16:32,Wednesday,III-D (Villongco),14.065007,121.325591,Rainy,Robbery,Mental Health,High,0,29,85
22/11/2020,2020,4:40,Saturday,VI-C (Bagong Pook),14.029912,121.338153,Stormy,Vandalism,Mental Health,Medium,2,28,86
17/04/2023,2023,20:00,Saturday,Santa Maria Magdalena (Boe / Kuba),14.100737,121.360214,Stormy,Fraud,Gang Activity,Low,2,28,15
16/07/2020,2020,8:16,Sunday,Santiago I (Bulaho),14.017708,121.324062,Foggy,Fraud,Unemployment,High,0,20,34
26/08/2021,2021,0:42,Monday,III-B,14.101154,121.369072,Rainy,Drug-Related,Other,Low,3,7,73
28/05/2020,2020,8:58,Thursday,III-D (Villongco),14.033771,121.325913,Cloudy,Fraud,Poverty,Medium,2,16,21
10/05/2020,2020,12:24,Tuesday,San Cristobal,14.097368,121.320451,Cloudy,Other,Domestic Issue,Low,2,11,101
20/04/2023,2023,15:58,Monday,Dolores,14.077491,121.343186,Stormy,Domestic Violence,Alcohol,High,0,10,85
03/09/2021,2021,11:15,Wednesday,V-D,14.098067,121.289265,Foggy,Robbery,Unemployment,Medium,1,21,36
24/10/2020,2020,18:38,Friday,Santo Angel (Ilog),14.058981,121.367052,Cloudy,Assault,Mental Health,High,2,30,116
18/04/2025,2025,16:38,Monday,Santisimo Rosario (Balagbag),14.066969,121.363118,Stormy,Fraud,Unemployment,High,3,13,11
23/08/2021,2021,7:25,Thursday,Santa Monica,14.010825,121.322899,Rainy,Domestic Violence,Gang Activity,High,3,6,41
02/03/2023,2023,10:35,Tuesday,I-A (Sambat),14.034764,121.272862,Sunny,Fraud,Gang Activity,High,2,20,108
23/06/2025,2025,3:16,Thursday,Atisan,14.062359,121.351423,Sunny,Harassment,Poverty,High,1,26,106
15/02/2025,2025,11:52,Wednesday,IV-C,14.093567,121.293264,Sunny,Other,Poverty,High,0,17,77
27/06/2022,2022,12:30,Sunday,San Lorenzo (Saluyan),14.057701,121.314598,Stormy,Harassment,Poverty,Medium,3,28,97
22/05/2025,2025,8:18,Wednesday,Santa Filomena (Banlagin),14.104243,121.276102,Cloudy,Harassment,Gang Activity,Low,1,14,34
20/02/2021,2021,15:24,Tuesday,III-E,14.074575,121.275517,Stormy,Theft,Poverty,Low,1,30,23
24/02/2024,2024,21:12,Wednesday,V-C,14.012497,121.310599,Rainy,Theft,Opportunistic,High,0,13,48
23/03/2024,2024,0:49,Friday,VII-A (P.Alcantara),14.039814,121.323749,Rainy,Domestic Violence,Gang Activity,Low,2,11,111
28/09/2023,2023,9:28,Wednesday,San Roque (Sambat),14.018858,121.323333,Foggy,Fraud,Alcohol,Low,0,29,62
08/08/2020,2020,9:58,Sunday,Santa Maria,14.099971,121.333894,Cloudy,Theft,Unemployment,Low,1,9,103
26/01/2022,2022,20:00,Friday,Santa Isabel,14.099597,121.308602,Rainy,Drug-Related,Alcohol,Medium,0,15,47
20/06/2022,2022,16:42,Monday,San Lorenzo (Saluyan),14.084467,121.300752,Rainy,Other,Alcohol,High,3,26,31
12/01/2022,2022,18:25,Saturday,Santo Cristo,14.070015,121.30689,Rainy,Burglary,Domestic Issue,High,3,12,117
23/09/2025,2025,4:42,Monday,III-C (Labak/De Roma),14.108357,121.351799,Sunny,Drug-Related,Unemployment,Medium,3,9,36
22/11/2022,2022,1:11,Thursday,Santa Monica,14.078273,121.291139,Sunny,Fraud,Personal Dispute,Medium,3,20,15
24/02/2023,2023,19:07,Thursday,Santa Catalina (Sandig),14.07543,121.36398,Cloudy,Drug-Related,Mental Health,Low,2,6,36
01/05/2021,2021,4:02,Tuesday,Santa Elena,14.085139,121.302846,Cloudy,Harassment,Drugs,Low,2,8,70
08/09/2021,2021,11:34,Wednesday,VII-C,14.04511,121.30502,Cloudy,Domestic Violence,Personal Dispute,Medium,2,13,29
27/05/2025,2025,16:16,Wednesday,Santo Cristo,14.070955,121.346113,Rainy,Robbery,Mental Health,Low,0,17,17
06/10/2022,2022,4:15,Wednesday,Del Remedio (Wawa),14.074139,121.364897,Sunny,Harassment,Unemployment,Medium,0,11,30
23/10/2021,2021,15:02,Sunday,I-A (Sambat),14.027013,121.30475,Sunny,Theft,Other,Medium,0,10,100
20/01/2021,2021,17:00,Sunday,VI-E (YMCA),14.044969,121.342298,Foggy,Vandalism,Drugs,Medium,2,11,115
04/12/2024,2024,16:06,Tuesday,San Crispin (Lumbangan),14.026129,121.310919,Rainy,Vandalism,Alcohol,Medium,2,21,44
19/05/2023,2023,2:34,Thursday,Del Remedio (Wawa),14.099359,121.353746,Foggy,Fraud,Other,Low,0,24,23
24/03/2020,2020,22:00,Tuesday,V-C,14.058132,121.367174,Foggy,Assault,Gang Activity,Low,2,30,120
06/07/2024,2024,2:13,Monday,Bautista,14.100116,121.271812,Rainy,Burglary,Gang Activity,Low,1,19,32
30/12/2024,2024,1:04,Saturday,Santa Cruz (Putol),14.095399,121.300511,Rainy,Burglary,Personal Dispute,Medium,3,11,21
29/04/2023,2023,9:28,Thursday,I-A (Sambat),14.08262,121.306153,Stormy,Fraud,Gang Activity,High,3,9,69
21/04/2025,2025,14:20,Tuesday,San Rafael (Buluburan),14.086144,121.290481,Stormy,Vandalism,Mental Health,Medium,1,8,85
12/05/2025,2025,16:48,Thursday,Santa Elena,14.100578,121.356612,Foggy,Other,Domestic Issue,Medium,0,30,102
07/07/2022,2022,1:25,Monday,Santa Maria,14.08605,121.365785,Rainy,Drug-Related,Other,Low,2,12,63
02/09/2024,2024,20:22,Thursday,II-E (San Anton),14.070643,121.289335,Sunny,Fraud,Opportunistic,Low,2,26,84
12/11/2021,2021,7:39,Sunday,San Juan (Putol),14.01638,121.272506,Rainy,Harassment,Alcohol,Low,3,25,110
12/05/2021,2021,7:00,Tuesday,San Mateo (Imok),14.093501,121.32073,Cloudy,Burglary,Opportunistic,Low,2,19,46
06/09/2025,2025,21:21,Tuesday,San Jose (Malamig),14.086743,121.272372,Foggy,Assault,Personal Dispute,High,2,27,54
07/03/2022,2022,3:23,Saturday,II-C (Unson),14.086738,121.352384,Cloudy,Theft,Alcohol,High,0,25,83
02/06/2024,2024,6:30,Saturday,Santa Filomena (Banlagin),14.025532,121.302301,Stormy,Drug-Related,Alcohol,High,2,30,26
02/03/2021,2021,18:01,Monday,San Antonio 1 (Balanga),14.078322,121.303731,Foggy,Fraud,Alcohol,High,1,12,116
22/02/2020,2020,4:17,Monday,San Vicente,14.044895,121.29266,Cloudy,Theft,Gang Activity,High,1,8,19
07/10/2020,2020,12:38,Thursday,San Lucas 1 (Malinaw),14.076613,121.306083,Stormy,Theft,Alcohol,Medium,2,29,41
01/07/2025,2025,4:56,Tuesday,Santiago II (Bulaho),14.070655,121.270753,Sunny,Other,Poverty,Low,0,10,94
04/03/2023,2023,10:50,Saturday,Santo Niño (Arsum),14.04541,121.285784,Foggy,Assault,Poverty,High,0,25,113
28/03/2022,2022,5:48,Saturday,San Lucas 1 (Malinaw),14.055038,121.278484,Cloudy,Fraud,Unemployment,Low,1,14,84
05/02/2020,2020,8:19,Tuesday,San Joaquin,14.092999,121.347168,Cloudy,Drug-Related,Drugs,High,1,28,65
02/02/2021,2021,18:23,Friday,III-E,14.104499,121.27969,Rainy,Robbery,Personal Dispute,Medium,0,11,115
14/05/2024,2024,20:01,Monday,Concepcion (Bunot),14.03216,121.348426,Foggy,Robbery,Domestic Issue,High,1,25,89
20/08/2021,2021,22:42,Sunday,Santa Ana,14.094189,121.360375,Rainy,Burglary,Domestic Issue,High,0,24,65
12/07/2024,2024,17:21,Friday,Santiago II (Bulaho),14.090694,121.289431,Stormy,Drug-Related,Mental Health,Medium,2,9,62
07/01/2023,2023,13:58,Friday,V-D,14.078298,121.313507,Cloudy,Theft,Opportunistic,High,1,10,44
15/02/2022,2022,3:54,Monday,III-F (Balagtas),14.105536,121.297477,Foggy,Domestic Violence,Opportunistic,High,0,16,81
05/07/2023,2023,0:37,Friday,IV-A,14.050519,121.341848,Sunny,Domestic Violence,Poverty,High,1,14,64
10/03/2023,2023,23:57,Wednesday,San Bartolome (Matang-ag),14.023075,121.360011,Cloudy,Drug-Related,Other,High,0,16,99
29/11/2020,2020,10:57,Tuesday,II-D (Bulante),14.056797,121.303645,Stormy,Fraud,Opportunistic,Medium,0,25,98
10/06/2020,2020,1:44,Friday,Santo Cristo,14.026311,121.284463,Stormy,Theft,Mental Health,Low,2,29,41
22/11/2025,2025,19:34,Sunday,VII-A (P.Alcantara),14.102735,121.332981,Stormy,Harassment,Alcohol,High,1,9,32
29/06/2023,2023,10:06,Friday,Santa Catalina (Sandig),14.066833,121.361419,Cloudy,Vandalism,Drugs,High,3,12,94
17/08/2025,2025,17:11,Monday,Concepcion (Bunot),14.087536,121.351604,Cloudy,Burglary,Mental Health,Low,1,10,19
15/01/2020,2020,9:04,Monday,Santo Angel (Ilog),14.088443,121.291231,Rainy,Drug-Related,Opportunistic,High,2,30,71
09/12/2021,2021,3:34,Monday,Santo Angel (Ilog),14.069151,121.290556,Cloudy,Burglary,Alcohol,Medium,1,9,19
06/07/2021,2021,15:48,Sunday,San Juan (Putol),14.012678,121.362975,Rainy,Fraud,Unemployment,Medium,3,26,52
28/08/2022,2022,16:29,Sunday,San Joaquin,14.103039,121.307638,Rainy,Other,Domestic Issue,Medium,0,22,42
04/01/2020,2020,21:28,Sunday,III-A (Hermanos Belen),14.017351,121.344338,Foggy,Drug-Related,Unemployment,High,1,22,85
30/08/2022,2022,22:31,Sunday,V-A,14.023129,121.366964,Rainy,Other,Opportunistic,Medium,2,9,29
12/07/2021,2021,8:00,Sunday,Santo Angel (Ilog),14.027668,121.270321,Stormy,Other,Mental Health,Medium,1,22,96
17/06/2022,2022,15:15,Sunday,San Antonio 1 (Balanga),14.059883,121.273462,Rainy,Burglary,Mental Health,Low,0,27,120
15/11/2025,2025,5:02,Wednesday,San Antonio 2 (Sapa),14.017941,121.332465,Sunny,Vandalism,Poverty,Low,3,13,87
19/01/2023,2023,2:28,Friday,Atisan,14.041297,121.318825,Cloudy,Fraud,Mental Health,Medium,3,19,100
09/10/2022,2022,4:15,Friday,San Bartolome (Matang-ag),14.077371,121.365722,Rainy,Harassment,Opportunistic,Low,1,26,97
17/07/2024,2024,7:14,Friday,III-D (Villongco),14.101936,121.274444,Foggy,Burglary,Other,Low,2,9,30
24/04/2020,2020,2:17,Saturday,San Vicente,14.08637,121.351106,Rainy,Domestic Violence,Mental Health,Low,3,23,48
26/06/2021,2021,5:52,Thursday,Santa Cruz (Putol),14.063813,121.309674,Cloudy,Fraud,Drugs,High,0,13,93
26/03/2025,2025,18:18,Sunday,VI-E (YMCA),14.046175,121.318052,Stormy,Fraud,Opportunistic,Medium,0,27,78
17/02/2022,2022,21:24,Sunday,San Crispin (Lumbangan),14.037974,121.366137,Rainy,Vandalism,Other,Medium,0,29,37
28/10/2025,2025,23:00,Saturday,Santa Monica,14.093186,121.289152,Foggy,Vandalism,Other,High,2,18,55
06/04/2025,2025,2:15,Saturday,Santa Isabel,14.096339,121.334129,Foggy,Fraud,Alcohol,Medium,3,20,118
24/07/2022,2022,22:19,Saturday,VII-A (P.Alcantara),14.055335,121.324542,Rainy,Theft,Poverty,Medium,2,24,40
22/07/2023,2023,16:19,Wednesday,III-A (Hermanos Belen),14.024907,121.301241,Rainy,Theft,Drugs,Low,1,19,71
12/12/2020,2020,17:35,Friday,Santa Catalina (Sandig),14.035076,121.287532,Stormy,Domestic Violence,Other,Low,2,10,95
16/07/2023,2023,10:59,Friday,Dolores,14.036039,121.303041,Sunny,Robbery,Personal Dispute,Low,1,18,12
26/05/2021,2021,11:37,Tuesday,V-B,14.023221,121.334844,Foggy,Other,Personal Dispute,Medium,3,11,94
27/03/2024,2024,15:35,Wednesday,Santa Maria,14.09811,121.296822,Rainy,Fraud,Mental Health,Medium,2,12,101
20/03/2021,2021,13:52,Friday,II-D (Bulante),14.057157,121.3451,Rainy,Assault,Poverty,High,1,7,75
09/03/2021,2021,23:43,Tuesday,San Buenaventura (Palakpakin),14.027199,121.278928,Stormy,Fraud,Unemployment,Low,3,26,11
06/11/2021,2021,14:32,Monday,Santa Cruz (Putol),14.054459,121.324809,Cloudy,Fraud,Opportunistic,Low,2,13,78
28/06/2023,2023,23:10,Wednesday,Del Remedio (Wawa),14.04515,121.348406,Cloudy,Robbery,Mental Health,Medium,0,11,21
24/04/2022,2022,0:41,Monday,San Joaquin,14.072598,121.305469,Stormy,Vandalism,Other,High,0,19,90
10/01/2020,2020,16:48,Tuesday,III-E,14.062068,121.303432,Stormy,Drug-Related,Poverty,Medium,1,17,114
17/02/2025,2025,21:09,Tuesday,III-D (Villongco),14.06807,121.364812,Sunny,Burglary,Unemployment,High,1,11,57
01/05/2021,2021,1:41,Sunday,VI-C (Bagong Pook),14.090044,121.336031,Foggy,Drug-Related,Personal Dispute,High,3,13,74
23/08/2020,2020,6:12,Wednesday,San Bartolome (Matang-ag),14.037671,121.343457,Sunny,Assault,Opportunistic,Low,3,16,80
09/11/2023,2023,6:41,Friday,San Jose (Malamig),14.080084,121.288577,Foggy,Theft,Mental Health,Medium,0,18,104
26/02/2022,2022,4:34,Wednesday,Concepcion (Bunot),14.094979,121.277755,Stormy,Robbery,Personal Dispute,High,3,16,42
03/04/2023,2023,0:08,Monday,San Crispin (Lumbangan),14.056263,121.350928,Cloudy,Vandalism,Opportunistic,Medium,1,13,14
29/09/2020,2020,11:46,Thursday,Dolores,14.022265,121.292579,Stormy,Burglary,Personal Dispute,Low,3,21,45
19/10/2020,2020,21:17,Monday,Dolores,14.064479,121.283686,Stormy,Burglary,Mental Health,Medium,0,27,75
05/02/2023,2023,7:20,Wednesday,Dolores,14.061447,121.280722,Sunny,Harassment,Domestic Issue,Medium,2,24,39
07/02/2025,2025,13:05,Thursday,VI-E (YMCA),14.026203,121.323144,Sunny,Drug-Related,Other,Medium,1,7,70
04/02/2025,2025,17:47,Saturday,VII-A (P.Alcantara),14.088054,121.330091,Stormy,Other,Poverty,High,1,23,100
17/07/2024,2024,16:09,Sunday,San Crispin (Lumbangan),14.063143,121.349664,Sunny,Theft,Poverty,Medium,0,25,51
17/11/2023,2023,1:17,Sunday,San Juan (Putol),14.045244,121.344632,Stormy,Drug-Related,Other,Medium,3,11,40
17/05/2020,2020,4:25,Saturday,San Gregorio,14.066511,121.2952,Stormy,Harassment,Gang Activity,Low,1,7,86
01/04/2023,2023,23:55,Thursday,San Joaquin,14.029485,121.341782,Stormy,Theft,Mental Health,High,3,20,30
06/12/2024,2024,17:55,Thursday,San Jose (Malamig),14.044444,121.320314,Cloudy,Theft,Poverty,Medium,2,29,80
12/11/2025,2025,17:00,Wednesday,Santiago I (Bulaho),14.063694,121.365637,Foggy,Robbery,Mental Health,High,0,11,108
02/02/2020,2020,13:19,Wednesday,VII-C,14.055682,121.359322,Rainy,Harassment,Opportunistic,Low,3,28,120
04/06/2021,2021,21:03,Wednesday,VII-C,14.066034,121.290027,Rainy,Harassment,Opportunistic,Low,3,6,87
31/08/2022,2022,23:50,Wednesday,Bautista,14.097684,121.336635,Sunny,Fraud,Opportunistic,Medium,0,25,89
21/05/2024,2024,0:26,Friday,Santo Angel (Ilog),14.045883,121.359702,Rainy,Robbery,Poverty,High,2,17,30
01/09/2025,2025,8:03,Wednesday,VI-A (Mavenida),14.092135,121.340557,Cloudy,Burglary,Opportunistic,High,3,14,58
26/12/2021,2021,8:46,Monday,VII-E,14.053293,121.310243,Stormy,Other,Poverty,Low,0,7,120
23/08/2024,2024,19:06,Tuesday,San Vicente,14.085843,121.336576,Foggy,Theft,Unemployment,Medium,1,12,52
20/04/2021,2021,18:33,Monday,San Miguel (Balatuin),14.08974,121.319851,Stormy,Harassment,Unemployment,High,1,6,46
02/11/2020,2020,1:30,Monday,Bautista,14.064698,121.364186,Rainy,Domestic Violence,Opportunistic,Medium,1,22,119
03/01/2022,2022,0:45,Saturday,V-C,14.093425,121.313519,Stormy,Drug-Related,Poverty,Low,3,24,119
26/01/2022,2022,23:28,Friday,VII-C,14.095006,121.283026,Stormy,Domestic Violence,Unemployment,High,3,24,102
10/10/2021,2021,17:03,Friday,V-A,14.091237,121.342764,Rainy,Harassment,Personal Dispute,High,3,9,53
15/03/2023,2023,6:59,Thursday,Santa Isabel,14.091592,121.292959,Cloudy,Other,Poverty,High,0,9,46
23/06/2023,2023,9:45,Monday,VII-C,14.106335,121.276968,Sunny,Domestic Violence,Opportunistic,High,3,27,106
20/02/2021,2021,1:31,Sunday,II-C (Unson),14.027407,121.321228,Sunny,Fraud,Mental Health,High,0,18,26
06/05/2021,2021,22:43,Thursday,V-B,14.010799,121.354214,Stormy,Harassment,Unemployment,Low,2,23,58
29/05/2020,2020,4:37,Sunday,II-D (Bulante),14.056622,121.285548,Rainy,Robbery,Other,Medium,1,25,16
22/05/2022,2022,12:04,Tuesday,San Ignacio,14.057375,121.31203,Foggy,Drug-Related,Poverty,Medium,0,10,87
11/12/2024,2024,17:46,Sunday,III-D (Villongco),14.05733,121.318039,Rainy,Drug-Related,Domestic Issue,Medium,1,18,106
05/08/2020,2020,20:28,Wednesday,V-A,14.022295,121.326195,Sunny,Robbery,Unemployment,Low,3,8,82
25/07/2021,2021,7:05,Tuesday,San Lucas 2 (Malinaw),14.021471,121.275634,Rainy,Vandalism,Other,Low,0,16,73
08/08/2020,2020,1:46,Tuesday,VI-C (Bagong Pook),14.094599,121.278597,Foggy,Drug-Related,Gang Activity,Medium,0,20,48
28/06/2023,2023,4:20,Tuesday,San Joaquin,14.1027,121.363761,Foggy,Other,Personal Dispute,Low,2,14,69
26/05/2024,2024,20:36,Friday,San Nicolas (Mag-ampon),14.037177,121.274766,Rainy,Harassment,Alcohol,Medium,3,20,109
23/11/2025,2025,13:03,Tuesday,VII-B,14.085461,121.317407,Cloudy,Fraud,Personal Dispute,Medium,2,28,46
15/12/2020,2020,11:33,Friday,San Buenaventura (Palakpakin),14.089898,121.303316,Stormy,Vandalism,Alcohol,High,2,8,92
28/03/2025,2025,23:16,Friday,Santa Ana,14.041439,121.362517,Stormy,Fraud,Drugs,Low,3,7,19
02/12/2020,2020,3:51,Thursday,Soledad (Macopa),14.053983,121.367319,Cloudy,Robbery,Unemployment,Low,1,16,92
18/02/2025,2025,23:47,Saturday,Santa Filomena (Banlagin),14.06491,121.285834,Foggy,Other,Mental Health,Medium,2,14,67
25/10/2023,2023,19:30,Saturday,III-F (Balagtas),14.067762,121.274711,Sunny,Other,Opportunistic,Medium,2,5,53
30/09/2023,2023,1:46,Tuesday,VII-D,14.050641,121.291822,Foggy,Other,Drugs,Medium,0,16,64
15/08/2020,2020,17:06,Monday,San Lucas 2 (Malinaw),14.102827,121.280192,Rainy,Robbery,Drugs,Low,3,7,107
22/12/2025,2025,23:55,Tuesday,I-C (Bagong Bayan),14.076519,121.321615,Foggy,Vandalism,Alcohol,High,0,29,18
24/09/2025,2025,4:52,Sunday,San Lorenzo (Saluyan),14.035145,121.328051,Sunny,Fraud,Poverty,Low,1,16,28
17/03/2022,2022,7:45,Tuesday,III-F (Balagtas),14.02989,121.325951,Foggy,Theft,Drugs,Low,2,24,26
24/08/2022,2022,5:30,Tuesday,Santa Isabel,14.026624,121.298371,Cloudy,Robbery,Alcohol,Low,1,11,24
06/05/2020,2020,11:16,Friday,VI-A (Mavenida),14.089215,121.338137,Rainy,Burglary,Other,High,2,20,108
26/01/2024,2024,18:12,Tuesday,Santo Niño (Arsum),14.101193,121.368571,Rainy,Fraud,Drugs,High,2,22,109
10/10/2020,2020,19:19,Saturday,Santa Maria,14.065786,121.27954,Foggy,Drug-Related,Drugs,High,3,23,63
30/06/2021,2021,6:40,Saturday,Santa Filomena (Banlagin),14.073002,121.277834,Rainy,Theft,Mental Health,Low,3,27,67
21/09/2024,2024,23:45,Friday,Santa Ana,14.09569,121.273901,Stormy,Burglary,Gang Activity,Medium,1,9,93
19/06/2022,2022,21:31,Saturday,III-C (Labak/De Roma),14.067837,121.32825,Cloudy,Theft,Poverty,Low,2,22,88
16/08/2025,2025,5:20,Wednesday,San Diego (Tiim),14.069426,121.323072,Rainy,Fraud,Alcohol,Medium,1,7,72
13/02/2020,2020,9:46,Wednesday,V-B,14.101317,121.298324,Rainy,Domestic Violence,Domestic Issue,Medium,3,19,117
03/05/2021,2021,3:44,Thursday,II-C (Unson),14.028392,121.304516,Rainy,Theft,Poverty,High,2,14,43
21/07/2020,2020,6:49,Thursday,San Gregorio,14.087778,121.340434,Stormy,Fraud,Gang Activity,Low,0,18,65
07/04/2022,2022,14:00,Thursday,Santisimo Rosario (Balagbag),14.04252,121.334024,Cloudy,Burglary,Unemployment,High,3,20,119
17/04/2021,2021,1:42,Saturday,San Vicente,14.046953,121.303284,Foggy,Burglary,Gang Activity,Medium,3,14,20
10/09/2021,2021,18:39,Wednesday,III-A (Hermanos Belen),14.099457,121.273142,Rainy,Vandalism,Poverty,Medium,1,8,31
01/03/2020,2020,14:16,Wednesday,V-B,14.094849,121.345676,Cloudy,Theft,Opportunistic,Medium,0,9,15
